Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
0000000000Tibyman,IT,1,0,151.66.170.99,151.66.170.99,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
00000BitcoinRULES,US,1,101,76.74.166.121,whitehat.j00nix.com,9555,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD amd64,0,0
00000VanBitcoin,CA,3,101,64.34.96.205,64.34.96.205,1337,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD amd64,0,0
0000HelpBitcoinGrow,US,1,101,66.135.43.165,nohat.j00nix.com,9999,None,0,0,0,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD amd64,0,0
0000WVMiddleman,US,5,20,65.199.52.129,65.199.52.129,9029,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
007IamMobileTorExit,FI,6,1,84.231.186.149,84-231-186-149.elisa-mobile.fi,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.33 (git-8522652d8e9213d4) on Linux mips,0,0
01011010,US,57,0,75.71.240.135,c-75-71-240-135.hsd1.co.comcast.net,40421,22552,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
01PL,FR,28,2,109.214.194.162,ABordeaux-258-1-191-162.w109-214.abo.wanadoo.fr,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.30 on Windows 'Longhorn' Service Pack 2 [workstation] {terminal services- single user},0,0
0Bn8CFvjNRIok60,US,9,3,69.174.145.100,69-174-145-100.mdsninaa.cinergymetronet.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
0SmCaUSA,US,14,1,76.94.56.229,cpe-76-94-56-229.socal.res.rr.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
0TorForBeginners,DE,4708,51,85.25.145.98,golf760.server4you.de,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.32 (git-877e17749725ab88) on Linux x86_64,0,0
0trace3,DE,708,23,81.169.165.187,tor-9000.suroot.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.9-alpha-dev (git-960f62bd82c249b4) on Linux i686,0,0
0x00000002,US,71,1,67.83.16.186,ool-435310ba.dyn.optonline.net,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Windows XP Service Pack 3 [workstation],0,0
0x000f,FR,703,12,94.23.34.155,ks369962.kimsufi.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
0x42FF,DE,445,5,188.40.166.29,ghostshell.subsignal.org,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
0xABCD,SG,150,4,120.50.40.184,184.40.50.120.static.idc.qala.com.sg,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux i686,0,0
0xbadc0ffe,DE,13,0,79.195.220.85,p4FC3DC55.dip.t-dialin.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
0xBlackBelt2011,GB,0,0,78.151.141.222,host-78-151-141-222.as13285.net,9443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Windows XP Service Pack 3 [workstation],0,0
0xCAFEBABE,NL,25,14,212.64.12.108,sd4400c6c.adsl.wanadoo.nl,443,25,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
0xdeadbeef,DE,112,59,88.198.224.118,static.88-198-224-118.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
0xdlusl,US,57,1,173.224.124.155,static-ip-173-224-124-155.inaddr.ip-pool.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
10000Hz,GB,0,62,178.33.140.154,0x00c0ffee.org,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
107167,US,14,3,69.164.192.167,li107-167.members.linode.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
10Mbit,PL,4,0,89.174.198.75,s198pc75.mmj.pl,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
111111,RU,39,1,178.170.144.91,178-170-144-91.net.globatel.ru,80,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
1234free,DE,19,0,78.94.157.14,ip-78-94-157-14.unitymediagroup.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
1337Relay,DE,67,18,109.193.162.168,HSI-KBW-109-193-162-168.hsi7.kabel-badenwuerttemberg.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Windows XP Service Pack 3 [workstation],0,0
1d1dnt3d1th3c0nf1g,NL,0,4,80.101.128.228,pindarots.xs4all.nl,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux i686,0,0
20Mbit,PL,2,0,85.219.187.102,s187pc102.mmj.pl,9001,None,0,1,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux i686,0,0
23,DE,8,0,83.236.166.89,port-83-236-166-89.static.qsc.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
24thDegree,US,190,18,184.105.237.85,tor.phjeer.us,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on FreeBSD amd64,0,0
31173Services,SE,1070,30,193.138.216.101,tor-proxy.vm.31173.se,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
36hz,US,152,21,65.23.155.69,hosted-by.datarealm.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
3cce3a91f6a625,NL,326,35,83.80.129.253,535081FD.cm-6-1c.dynamic.ziggo.nl,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
3x0rcyst5p4dd3dc311,US,73,312,208.43.127.247,tor.exploits.com,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
482n6TyvzBTW,DE,8,136,85.214.101.91,85.214.101.91,8043,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on Linux i686,0,0
4hm1,US,19,4,67.177.233.156,c-67-177-233-156.hsd1.co.comcast.net,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
4u2guess,US,17,0,75.30.97.142,75-30-97-142.lightspeed.gylkil.sbcglobal.net,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
504server,JP,1020,14,218.222.240.142,U240142.ppp.dion.ne.jp,8080,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
5373356437434,DE,3,0,176.198.144.19,ip-176-198-144-19.unitymediagroup.de,9998,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
5bb14yo,DE,49,1,94.135.146.26,i5E87921A.versanet.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
5rf3tug9,DE,0,0,91.51.103.63,p5B33673F.dip.t-dialin.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.30 on Linux mips,0,0
65x23x153x114,US,4,17,65.23.153.114,wserv4.phx.revenueworks.net,443,80,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
666k,NL,718,0,195.242.152.250,250.152.242.195.static.swiftnoc.com,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
6ene6ene,US,20,2,75.71.201.163,c-75-71-201-163.hsd1.co.comcast.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
777,UA,0,0,77.52.111.26,77-52-111-26.dialup.umc.net.ua,443,None,0,1,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
7Mul,RU,58,3,176.15.225.139,176.15.225.139,443,80,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
9wallala,AU,13,0,118.210.87.242,ppp118-210-87-242.lns20.adl2.internode.on.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
A1b12,RU,0,0,87.253.10.122,87-253-10-122.pppoe.yaroslavl.ru,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 2 [workstation],0,0
a4d2ef72,US,2,183,66.250.216.134,66.250.216.134,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.30 on FreeBSD i386,0,0
AAA,IL,3,0,46.117.200.72,46-117-200-72.bb.netvision.net.il,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux ppc,0,0
aadk,HK,6,9,103.246.244.1,103.246.244.1,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Server 2003 Service Pack 2 [server],0,0
aagrlin,RU,0,0,90.189.110.103,host103-110.static.khakasnet.ru,9030,None,0,0,1,0,0,0,1,1,0,Tor 0.2.1.30 on Very recent version of Windows [major=6-minor=1] Service Pack 1 [workstation] {terminal services- single user},0,0
aardvark,CZ,203,4,87.236.194.97,oksima.biz,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
abbslemon,US,47,16,184.106.92.236,184-106-92-236.static.cloud-ips.com,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
abgtor,BG,644,2,78.83.248.171,78-83-248-171.spectrumnet.bg,9090,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
acceptnolimits2,CA,119,0,72.55.174.112,cl-t090-370cl.104ar.info,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
AchUnix,DE,36,3,77.47.51.211,77.47.51.211.dynamic.cablesurf.de,452,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
AdastraTORY,ES,3,0,88.6.43.115,115.Red-88-6-43.staticIP.rima-tde.net,443,80,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
adc,DK,577,0,82.143.237.188,1385164220.nrgi.dbnet.dk,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
adebianbox,FR,2,10,82.225.25.175,tru75-3-82-225-25-175.fbx.proxad.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
adslproxyAtHome,NL,2,9,82.95.135.68,wirelessproxy.xs4all.nl,444,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
ae59fe9f4d,US,13,15,66.51.236.73,cable-4-73.ctcinet.com,33115,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.32 (git-23da6c2e5051b65a) on Linux x86_64,0,0
AergiaInitiative,FR,1542,21,87.98.169.224,node.aergia.eu,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
agitator,DE,645,21,188.40.77.107,agitator.towiski.de,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,1
agomla,ES,12,1,85.60.25.248,248.pool85-60-25.dynamic.orange.es,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
ahwsome,US,0,0,209.169.123.181,conr-adsl-209-169-123-181.consolidated.net,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.30 on Very recent version of Windows [major=6-minor=1]  [workstation] {personal} {terminal services- single user},0,0
Air7jyl,DK,16,16,94.145.205.69,0x5e91cd45.adsl.cybercity.dk,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
Air7ven,DK,7,7,87.63.164.246,ns3.talkactive.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
aknom,DE,142,20,87.118.93.122,non.reezer.org,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i686,0,0
Aldebaran,DE,1,0,188.195.192.26,188-195-192-26-dynip.superkabel.de,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows Vista Service Pack 2 [workstation],0,0
alderkardfreetz,DE,4,1,77.13.127.94,rgnb-4d0d7f5e.pool.mediaWays.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 on Linux mips,0,0
alecto,US,1,10,64.81.187.65,cronus.persephoneslair.org,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux sparc64,0,0
Aletheia,DE,193,17,79.140.41.176,bockcay.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
alex,CA,22,9,69.70.171.250,modemcable250.171-70-69.static.videotron.ca,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
Alexander,US,17,1,99.50.132.36,adsl-99-50-132-36.dsl.ipltin.sbcglobal.net,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
alexemule,IT,15,0,79.54.4.114,host114-4-dynamic.54-79-r.retail.telecomitalia.it,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.30 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
alexhannahtorrelay,NO,111,43,84.209.73.36,cm-84.209.73.36.getinternet.no,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux i686,0,0
Algol,DE,15,0,188.195.194.225,188-195-194-225-dynip.superkabel.de,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
alice,DE,2699,15,178.63.16.48,alice.hr3.wk3.org,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Alice,GB,174,21,62.197.40.155,alice.hatters.org.uk,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
aliceqbydck,PT,1755,1,85.245.59.145,bl12-59-145.dsl.telepac.pt,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
alix,FI,8,50,77.86.193.230,dyn-xdsl-77-86-193-230.nebulazone.fi,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i586,0,0
alka,IT,0,1,78.134.106.169,78-134-106-169.dynamic.eolo.it,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
Alpha,NL,3,0,195.240.94.127,195-240-94-127.ip.telfort.nl,56203,None,0,0,1,0,0,0,1,1,0,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Linux x86_64,0,0
alpha701dnp,DE,30,0,78.46.187.188,alpha.dnportal.de,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
alterspalter,DE,286,7,83.169.44.185,alterspalter.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
alyosha,LV,87,8,217.199.125.35,217.199.125.35,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux x86_64,0,0
AmericanRedneck,RU,15,3,109.201.90.90,ppp-109.201.90.90.dobroe.ru,80,443,0,0,1,0,1,0,1,1,1,Tor 0.2.2.24-alpha (git-c111adb5fe757ea9) on Windows Server 2003 Service Pack 2 [server] {datacenter} {enterprise} {terminal services- single user} {terminal services},0,0
amethyst,NL,4,12,83.117.22.252,s537516fc.adsl.wanadoo.nl,49834,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
amin,IR,1,0,2.146.227.58,2.146.227.58,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7  [workstation],0,0
amon,LV,279,19,78.28.223.12,amon.nebel.lv,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
AMORPHIS,NL,6,21,217.148.84.180,217.148.84.180,10690,10691,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
amsterdam,NL,2,0,176.58.89.193,amsterdam.mobileitdept.com.au,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on FreeBSD i386,0,0
Amunet1,US,2256,71,199.48.147.35,tor-exit-router35-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet11,US,1991,71,199.48.147.45,tor-exit-router45-readme.formlessnetworking.net,22,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet12,US,1855,71,199.48.147.46,tor-exit-router46-readme.formlessnetworking.net,22,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet2,US,2229,71,199.48.147.36,tor-exit-router36-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet3,US,1908,71,199.48.147.37,tor-exit-router37-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet4,US,2307,71,199.48.147.38,tor-exit-router38-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet5,US,2925,71,199.48.147.39,tor-exit-router39-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet6,US,1728,71,199.48.147.40,tor-exit-router40-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet7,US,2448,71,199.48.147.41,tor-exit-router41-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet8,US,2563,71,199.48.147.42,tor-exit-router42-readme.formlessnetworking.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
Amunet9,US,2254,71,199.48.147.35,tor-exit-router35-readme.formlessnetworking.net,22,80,0,1,1,1,0,1,1,1,1,Tor 0.2.2.34 (git-f0e1ee98af443107) on Linux x86_64,0,0
An0n1m4t0R,ES,45,12,95.16.32.172,172.32.16.95.dynamic.jazztel.es,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-159b6fba77c5fd7f) on Linux i586,0,0
anakron,CH,22,6,77.58.115.70,77-58-115-70.dclient.hispeed.ch,9051,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
anarchyforall,DE,0,0,89.246.208.51,i59F6D033.versanet.de,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
AnKeExit,DE,32,0,149.172.131.74,HSI-KBW-149-172-131-74.hsi13.kabel-badenwuerttemberg.de,9059,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.34 on Linux i686,0,0
anocar,FR,2,0,79.81.123.42,42.123.81.79.rev.sfr.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.30 on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
AnonFour,DE,146,3,80.83.125.217,torsrv0.snydernet.net,443,80,0,1,1,0,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
anong33,DE,83,0,79.197.211.56,p4FC5D338.dip.t-dialin.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Anonimulo,IS,781,10,79.134.255.142,79.134.255.142,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux x86_64,0,0
anonion,GB,4,1,109.154.125.191,host109-154-125-191.range109-154.btcentralplus.com,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows XP Service Pack 3 [workstation],0,0
AnonymizerOne,GB,117,43,87.98.250.244,proxy44.anonymize.me.uk,5000,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.34 (git-c4eae752f0d157ce) on Linux i686,0,0
anonymous,SE,96,38,83.254.114.66,c83-254-114-66.bredband.comhem.se,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.2.34 (git-c55c166e73d500af) on Linux x86_64,0,0
anonymous,DE,99,1,78.43.132.249,HSI-KBW-078-043-132-249.hsi4.kabel-badenwuerttemberg.de,9092,9091,0,1,1,0,0,0,1,1,1,Tor 0.2.2.33 (git-56122e2e9be4c477) on Linux x86_64,0,0
Anonymous,FR,0,0,2.8.172.97,ANantes-557-1-189-97.w2-8.abo.wanadoo.fr,9001,9030,0,1,0,0,0,0,1,1,1,Tor 0.2.1.30 on Linux i686,0,0
anonymous,US,4,44,69.245.8.252,c-69-245-8-252.hsd1.tn.comcast.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.1.30 on Linux x86_64,0,0
Anonymous,CH,6,0,85.2.186.145,145-186.2-85.cust.bluewin.ch,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Windows 7 Service Pack 1 [workstation],0,0
Anonymous,UA,2,0,95.132.161.67,67-161-132-95.pool.ukrtel.net,10048,10049,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
Anonymous,JP,11,4,59.106.172.67,r00tz0n3.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 on Linux x86_64,0,0
anonymousM,DE,120,1,80.137.101.54,p50896536.dip.t-dialin.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin x86_64,0,0
AnonymousNamespace,SK,0,0,92.245.194.234,92-245-194-234.nr.satronet.sk,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
AnonymTorProxy,DE,7,0,78.42.44.48,HSI-KBW-078-042-044-048.hsi3.kabel-badenwuerttemberg.de,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.3.10-alpha (git-1fbce83f8c56d9c6) on Windows Server 2003 Service Pack 2 [server],0,0
Anosognosia,US,2,0,24.117.22.129,24-117-22-129.cpe.cableone.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
anothertorserver,DE,534,22,217.172.186.125,austria125.server4you.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-4f42b0a93422f70e) on Linux x86_64,0,0
AnotherUserwithTOR,DE,1403,7,193.25.173.21,host-193-25-173-21.rev.open-ears.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.2.35 (git-73ff13ab3cc9570d) on Linux i686,0,0
antiflex,DE,60,21,46.182.18.153,tor-anon-proxy.coma.cc,9911,9912,0,0,1,1,1,1,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux x86_64,0,0
AnTorRelay,FR,27,0,89.157.166.247,89-157-166-247.rev.numericable.fr,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Darwin i386,0,0
Anutesting,US,11,0,155.98.38.118,pc518.emulab.net,9040,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.35 (git-b04388f9e7546a9f) on Linux i686,0,0
AnythingGoes,SE,7,0,82.182.99.140,1-1-9-46a.msp.mlm.bostream.se,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.2.23-alpha (git-d22943410951343b) on Linux i686,0,0
ap,CZ,2,0,89.102.181.69,ip-89-102-181-69.net.upcbroadband.cz,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.31 (git-df8aa0a7943a6364) on Linux i686,0,0
